player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,over_odds,under_odds,implied_prob,market_prob,our_prob,adjustments,is_b2b,rest_days,minutes_factor,minutes_trend,game,home_team,away_team,opponent,opp_defense_rank,matchup_label,team_pace_rank,opp_pace_rank,news_status,news_adjustment,news_flags,news_notes,news_sources
Patrick Williams,rebounds,2.5,3.6,42.6,9.9,61.0,OVER,4.2,3.4,62.0,38.0,HOT,24,fanduel,-146,-146,114,59.3,55.9,69.2,Home: 0.86x | Rested: 1.03x | Mins: 1.12x | News: 0.92x (-8%) | ⚠️ GTD,False,3,1.12,UP,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,GTD_UNCERTAIN,-8.0%,⚠️ GTD,"Game-time decision, status uncertain",https://www.cbssports.com/nba/players/3141865/patrick-williams/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/chicago-bulls-vs-cleveland-cavaliers-regular-season-game-injury-report-whos-playing-whos-out-and-more-december-17-2025/articleshow/126045384.cms | https://sportsradio991cleveland.iheart.com/content/2025-12-17-cavaliers-vs-bulls-injury-report-dec-17/
Donte DiVincenzo,assists,3.5,4.7,34.0,9.4,71.0,OVER,4.2,3.8,62.0,38.0,HOT,26,fanduel,-146,-146,114,59.3,55.9,68.7,Home: 1.12x | Rested: 1.03x,False,3,0.98,STABLE,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MEM,20,NEUTRAL,17,9,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/2203519/donte-divincenzo/ | https://www.wagertalk.com/news/nba/best-nba-player-props-on-december-17-2025-expert-nba-props-today/ | https://fadeawayworld.net/nba/memphis-grizzlies/timberwolves-vs-grizzlies-prediction-preview-injury-report-advantage
Naz Reid,threes,2.5,3.7,49.9,8.2,54.0,OVER,3.6,2.4,46.0,54.0,HOT,26,fanduel,112,112,-142,47.2,44.6,55.4,Home: 1.11x | Rested: 1.03x | Mins: 1.15x | News: 0.92x (-8%) | ⚠️ GTD,False,3,1.18,UP,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MEM,20,NEUTRAL,17,9,GTD_UNCERTAIN,-8.0%,⚠️ GTD,"Game-time decision, status uncertain",https://www.foxsports.com/nba/naz-reid-player-injuries | https://www.cbssports.com/nba/players/3148879/naz-reid/ | https://foxsports710.iheart.com/content/2025-12-17-timberwolves-vs-grizzlies-injury-report-dec-17/
Jaren Jackson Jr,threes,1.5,0.9,-39.0,8.1,47.0,UNDER,0.8,1.6,50.0,50.0,COLD,24,fanduel,-104,-122,-104,51.0,48.1,59.1,Home: 0.74x,False,2,0.96,STABLE,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MIN,19,NEUTRAL,9,17,NO_NEWS,,,,
Lonzo Ball,points,6.5,3.9,-40.6,7.8,47.0,UNDER,4.2,5.6,45.0,55.0,COLD,20,fanduel,-128,100,-128,56.1,52.9,63.9,Rested: 1.03x | News: 0.81x (-19%) | ⚠️ GTD | ⏱️ MINS LIMIT,False,3,1.0,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CHI,2,SMASH,14,2,GTD_UNCERTAIN,-19.0%,⚠️ GTD | ⏱️ MINS LIMIT,"Game-time decision, status uncertain; Minutes restriction reported",https://heavy.com/sports/nba/cleveland-cavaliers/lonzo-ball-set-for-chicago-return/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/chicago-bulls-vs-cleveland-cavaliers-regular-season-game-injury-report-whos-playing-whos-out-and-more-december-17-2025/articleshow/126045384.cms | https://www.rotowire.com/basketball/player/lonzo-ball-4110
Lonzo Ball,threes,1.5,0.8,-48.2,7.8,43.0,UNDER,0.8,1.4,40.0,60.0,COLD,20,fanduel,-156,122,-156,60.9,57.5,68.7,Home: 0.86x | Rested: 1.03x | News: 0.81x (-19%) | ⚠️ GTD | ⏱️ MINS LIMIT,False,3,1.0,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CHI,2,SMASH,14,2,GTD_UNCERTAIN,-19.0%,⚠️ GTD | ⏱️ MINS LIMIT,"Game-time decision, status uncertain; Minutes restriction reported",https://heavy.com/sports/nba/cleveland-cavaliers/lonzo-ball-set-for-chicago-return/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/chicago-bulls-vs-cleveland-cavaliers-regular-season-game-injury-report-whos-playing-whos-out-and-more-december-17-2025/articleshow/126045384.cms | https://www.rotowire.com/basketball/player/lonzo-ball-4110
Michael Porter Jr,threes,3.5,4.4,24.8,7.0,64.0,OVER,5.0,3.6,57.0,43.0,HOT,21,fanduel,-120,-120,-110,54.5,51.0,61.5,Rested: 1.03x,False,3,1.0,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,12,NEUTRAL,28,1,NO_NEWS,,,No recent news (filtered outdated articles),https://www.salaryswish.com/injury/players/michael-porterjr | https://www.cbssports.com/nba/players/2892728/michael-porter-jr/ | https://www.foxsports.com/nba/michael-porter-jr-player-injuries
Dean Wade,points,5.5,5.3,-3.2,6.8,63.0,UNDER,6.2,5.5,36.0,64.0,HOT,25,fanduel,102,-130,102,49.5,46.7,56.3,Home: 0.88x | Rested: 1.03x,False,3,1.05,UP,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CHI,2,SMASH,14,2,NO_NEWS,,,,
Lonzo Ball,rebounds,4.5,4.8,5.7,6.3,57.0,OVER,5.2,4.6,55.0,45.0,HOT,20,fanduel,130,130,-166,43.5,41.1,49.8,Home: 1.12x | Rested: 1.03x | News: 0.81x (-19%) | ⚠️ GTD | ⏱️ MINS LIMIT,False,3,1.0,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CHI,2,SMASH,14,2,GTD_UNCERTAIN,-19.0%,⚠️ GTD | ⏱️ MINS LIMIT,"Game-time decision, status uncertain; Minutes restriction reported",https://heavy.com/sports/nba/cleveland-cavaliers/lonzo-ball-set-for-chicago-return/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/chicago-bulls-vs-cleveland-cavaliers-regular-season-game-injury-report-whos-playing-whos-out-and-more-december-17-2025/articleshow/126045384.cms | https://www.rotowire.com/basketball/player/lonzo-ball-4110
Rudy Gobert,rebounds,10.5,8.3,-21.1,5.5,72.0,UNDER,10.6,10.3,50.0,50.0,NEUTRAL,26,fanduel,104,-132,104,49.0,46.3,54.5,Home: 0.89x | Rested: 1.03x | Mins: 0.86x,False,3,0.86,DOWN,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MEM,20,NEUTRAL,17,9,NO_NEWS,,,,
Kentavious Caldwell-Pope,points,9.5,8.2,-13.9,4.9,64.0,UNDER,6.8,7.5,38.0,62.0,COLD,26,fanduel,-132,104,-132,56.9,53.7,61.8,Home: 1.12x,False,2,0.92,DOWN,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MIN,19,NEUTRAL,9,17,NO_NEWS,,,No recent news (filtered outdated articles),https://www.foxsports.com/nba/kentavious-caldwell-pope-player-injuries | https://www.cbssports.com/nba/players/2067660/kentavious-caldwell-pope/ | https://www.oddstrader.com/nba/players/kentavious-caldwell-pope-105350/injuries/
Julius Randle,assists,5.5,6.5,17.4,4.7,70.0,OVER,5.2,5.8,58.0,42.0,COLD,26,fanduel,-125,-125,-102,55.6,52.4,60.3,Home: 1.12x | Rested: 1.03x,False,3,1.04,STABLE,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MEM,20,NEUTRAL,17,9,NO_NEWS,,,No recent news (filtered outdated articles),https://kxno.iheart.com/content/2025-12-17-timberwolves-vs-grizzlies-injury-report-dec-17/ | https://foxsports710.iheart.com/content/2025-12-17-timberwolves-vs-grizzlies-injury-report-dec-17/ | https://www.cbssports.com/nba/players/2135560/julius-randle/
Kentavious Caldwell-Pope,rebounds,2.5,2.7,6.5,4.7,59.0,OVER,2.8,2.5,54.0,46.0,HOT,26,fanduel,118,118,-150,45.9,43.3,50.5,Home: 1.06x,False,2,0.92,DOWN,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MIN,19,NEUTRAL,9,17,NO_NEWS,,,No recent news (filtered outdated articles),https://www.foxsports.com/nba/kentavious-caldwell-pope-player-injuries | https://www.cbssports.com/nba/players/2067660/kentavious-caldwell-pope/ | https://www.oddstrader.com/nba/players/kentavious-caldwell-pope-105350/injuries/
Kevin Huerter,threes,1.5,2.0,31.5,4.6,40.0,OVER,1.8,1.6,40.0,60.0,HOT,20,fanduel,112,112,-142,47.2,44.6,51.7,Home: 1.36x | Rested: 1.03x | Mins: 0.88x,False,3,0.88,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,No recent news (filtered outdated articles),https://www.si.com/nba/bulls/onsi/news/chicago-bulls-injury-update-kevin-huerter-12-1 | https://www.rotowire.com/basketball/headlines/kevin-huerter-injury-iffy-for-sunday-508374 | https://www.fantasypros.com/nba/news/559013/kevin-huerter-adductor-questionable-sunday.php
Nikola Vucevic,rebounds,7.5,7.9,5.2,3.5,69.0,OVER,6.4,9.1,67.0,33.0,COLD,24,fanduel,-146,-146,114,59.3,55.9,62.9,Home: 1.05x | Rested: 1.03x | News: 0.95x (-5%) | ⚠️ GTD (likely playing),False,3,0.9,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,GTD_LEANING_PLAY,-5.0%,⚠️ GTD (likely playing),"Game-time decision, expected to play",https://www.foxsports.com/nba/nikola-vucevic-player-injuries | https://www.cbssports.com/nba/players/1647481/nikola-vucevic/ | https://www.sportsbettingdime.com/news/nba/cavaliers-vs-bulls-player-props-predictions-best-bets-allen-vucevic/
Jaylon Tyson,pra,21.5,23.9,11.0,3.5,64.0,OVER,26.4,20.8,59.0,41.0,HOT,22,fanduel,-125,-125,-102,55.6,52.4,59.0,Home: 1.08x | Rested: 1.03x | Mins: 1.15x | News: 0.77x (-23%) | ⚠️ GTD (likely playing) | ⏱️ MINS LIMIT | 🔄 RETURNING,False,3,1.18,UP,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CHI,2,SMASH,14,2,GTD_LEANING_PLAY,-23.1%,⚠️ GTD (likely playing) | ⏱️ MINS LIMIT | 🔄 RETURNING,"Game-time decision, expected to play; Minutes restriction reported",https://www.cbssports.com/nba/players/26777669/jaylon-tyson/ | https://www.salaryswish.com/injury/players/jaylon-tyson | https://foxsportspgh.iheart.com/content/2025-12-17-cavaliers-vs-bulls-injury-report-dec-17/
Josh Giddey,pra,35.5,36.2,1.9,3.2,76.0,OVER,33.0,38.2,61.0,39.0,COLD,23,fanduel,-111,-111,-115,52.6,49.6,55.8,Rested: 1.03x,False,3,0.96,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,,
Nikola Vucevic,assists,2.5,2.9,15.1,3.0,57.0,OVER,2.6,3.4,58.0,42.0,COLD,24,fanduel,-138,-138,108,58.0,54.7,61.0,Rested: 1.03x | News: 0.95x (-5%) | ⚠️ GTD (likely playing),False,3,0.9,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,GTD_LEANING_PLAY,-5.0%,⚠️ GTD (likely playing),"Game-time decision, expected to play",https://www.foxsports.com/nba/nikola-vucevic-player-injuries | https://www.cbssports.com/nba/players/1647481/nikola-vucevic/ | https://www.sportsbettingdime.com/news/nba/cavaliers-vs-bulls-player-props-predictions-best-bets-allen-vucevic/
Isaac Okoro,rebounds,2.5,2.2,-13.4,-3.4,49.0,UNDER,2.0,2.7,53.0,47.0,COLD,17,fanduel,-142,112,-142,58.7,55.4,55.3,Home: 0.83x | Rested: 1.03x,False,3,0.9,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/3147993/isaac-okoro/ | https://www.rotowire.com/basketball/player/isaac-okoro-5264 | https://www.si.com/nba/bulls/onsi/news/chicago-bulls-injury-report-status-updated-for-isaac-okoro
Anthony Edwards,rebounds,5.5,5.5,0.3,-3.7,58.0,OVER,5.8,4.9,40.0,60.0,HOT,20,fanduel,122,122,-154,45.0,42.6,41.4,Home: 0.90x | Rested: 1.03x | Mins: 1.10x,False,9,1.1,UP,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MEM,20,NEUTRAL,17,9,NO_NEWS,,,,
Jock Landale,rebounds,5.5,5.8,6.3,-3.9,69.0,OVER,5.6,5.5,50.0,50.0,NEUTRAL,26,fanduel,-140,-140,110,58.3,55.1,54.4,Home: 1.07x,False,2,0.98,STABLE,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MIN,19,NEUTRAL,9,17,NO_NEWS,,,,
Isaac Okoro,points,7.5,7.3,-2.9,-4.2,46.0,UNDER,8.8,8.4,53.0,47.0,NEUTRAL,17,fanduel,-118,-108,-118,54.1,51.0,49.9,Home: 0.80x | Rested: 1.03x,False,3,0.9,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/3147993/isaac-okoro/ | https://www.rotowire.com/basketball/player/isaac-okoro-5264 | https://www.si.com/nba/bulls/onsi/news/chicago-bulls-injury-report-status-updated-for-isaac-okoro
Matas Buzelis,threes,1.5,1.1,-28.1,-4.5,51.0,UNDER,0.8,1.4,56.0,44.0,COLD,25,fanduel,-196,152,-196,66.2,62.5,61.7,Rested: 1.03x,False,3,1.0,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/29275373/matas-buzelis/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/chicago-bulls-vs-cleveland-cavaliers-regular-season-game-injury-report-whos-playing-whos-out-and-more-december-17-2025/articleshow/126045384.cms | https://www.oddstrader.com/nba/players/matas-buzelis-626906/injuries/
Josh Giddey,threes,1.5,1.4,-4.1,-5.9,51.0,UNDER,1.4,1.8,61.0,39.0,COLD,23,fanduel,-102,-125,-102,50.5,47.6,44.6,Home: 0.92x | Rested: 1.03x | News: 0.87x (-13%) | ⚠️ GTD (likely playing) | 🔄 RETURNING,False,3,0.96,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,GTD_LEANING_PLAY,-12.6%,⚠️ GTD (likely playing) | 🔄 RETURNING,"Game-time decision, expected to play; Returning from injury - rust factor applied",https://foxsportspgh.iheart.com/content/2025-12-17-cavaliers-vs-bulls-injury-report-dec-17/ | https://sportsradio991cleveland.iheart.com/content/2025-12-17-cavaliers-vs-bulls-injury-report-dec-17/ | https://www.foxsports.com/nba/josh-giddey-player
Nikola Vucevic,points,14.5,14.3,-1.2,-6.6,65.0,UNDER,11.6,15.6,54.0,46.0,COLD,24,fanduel,-130,102,-130,56.5,53.3,49.9,Rested: 1.03x,False,3,0.9,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,,
Kevin Huerter,rebounds,2.5,2.1,-14.8,-7.2,49.0,UNDER,1.6,3.2,60.0,40.0,COLD,20,fanduel,-150,118,-150,60.0,56.7,52.8,Rested: 1.03x | Mins: 0.88x,False,3,0.88,DOWN,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CLE,13,NEUTRAL,2,14,NO_NEWS,,,,
Noah Clowney,rebounds,4.5,5.0,10.8,-7.7,57.0,OVER,4.8,3.8,28.0,72.0,HOT,25,fanduel,114,114,-152,46.7,43.7,39.1,Home: 1.15x | Rested: 1.03x,False,3,1.09,UP,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,12,NEUTRAL,28,1,NO_NEWS,,,No recent news (filtered outdated articles),https://www.fantasypros.com/nba/news/557263/noah-clowney-back-probable-saturday.php | https://www.nbcsports.com/nba/noah-clowney/169508/news | https://www.cbssports.com/nba/players/28954298/noah-clowney/
Lonzo Ball,assists,3.5,3.1,-11.8,-8.7,49.0,UNDER,3.4,4.8,75.0,25.0,COLD,20,fanduel,114,-146,114,46.7,44.1,38.1,Home: 0.93x | Rested: 1.03x | News: 0.81x (-19%) | ⚠️ GTD | ⏱️ MINS LIMIT,False,3,1.0,STABLE,Cleveland Cavaliers @ Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,CHI,2,SMASH,14,2,GTD_UNCERTAIN,-19.0%,⚠️ GTD | ⏱️ MINS LIMIT,"Game-time decision, status uncertain; Minutes restriction reported",https://heavy.com/sports/nba/cleveland-cavaliers/lonzo-ball-set-for-chicago-return/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/chicago-bulls-vs-cleveland-cavaliers-regular-season-game-injury-report-whos-playing-whos-out-and-more-december-17-2025/articleshow/126045384.cms | https://www.rotowire.com/basketball/player/lonzo-ball-4110
Jock Landale,points,11.5,11.9,3.4,-10.0,60.0,OVER,9.6,10.7,31.0,69.0,COLD,26,fanduel,100,100,-128,50.0,47.1,40.0,Home: 1.15x,False,2,0.98,STABLE,Memphis Grizzlies @ Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,MIN,19,NEUTRAL,9,17,NO_NEWS,,,No recent news (filtered outdated articles),https://www.basketball.com.au/news/aussies-in-the-nba-jock-landale-return-to-memphis-grizzlies-starting-lineup-with-zach-edey-injury | https://www.cbssports.com/nba/players/2152845/jock-landale/ | https://www.salaryswish.com/injury/players/jock-landale
Nicolas Claxton,assists,4.5,4.6,2.9,-12.9,55.0,OVER,6.0,4.4,36.0,64.0,HOT,25,fanduel,-148,-148,112,59.7,55.9,46.8,Home: 0.89x | Rested: 1.03x,False,3,1.02,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,12,NEUTRAL,28,1,NO_NEWS,,,,
